year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,longitude,latitude
2011,Latvia,6,5.0,1.0,28.0,1.0,0.0,25.0,12.0,2.0,,0.0,1.0,1.0,1.0,Māris Valdats,Juris Škuškovniks,25.333678019000104,
2011,Tajikistan,6,6.0,,35.0,0.0,3.0,9.0,17.0,4.0,,0.0,1.0,0.0,2.0,Umed Karimov,Yusuf Balkash,70.61990604700006,70.64507246900021
2011,Norway,6,5.0,1.0,33.0,9.0,0.0,18.0,7.0,0.0,,0.0,1.0,0.0,3.0,Dávid Kunszenti-Kovács,Johannes Kleppe,3.38257897200009,11.047618035000141
2011,Bosnia and Herzegovina,6,4.0,2.0,31.0,2.0,1.0,13.0,17.0,0.0,,0.0,0.0,1.0,4.0,Dino Oglić,Vladimir Vladičić,16.941528768000097,
2011,Morocco,6,5.0,1.0,30.0,0.0,11.0,9.0,14.0,0.0,,0.0,1.0,1.0,2.0,Moulay Ahmed Moussaoui,Abdellatif Zerouale,-5.405490480999902,
2011,Slovenia,6,4.0,2.0,31.0,2.0,1.0,24.0,6.0,0.0,,0.0,0.0,1.0,3.0,Gregor Dolinar,Jure Vogrinc,16.34342574100009,
2011,Turkmenistan,6,6.0,,31.0,1.0,2.0,22.0,4.0,4.0,,0.0,0.0,3.0,1.0,Erol Aslan,Arslan Hojiyev,53.10206139400006,53.50863691500015
2011,Uzbekistan,5,4.0,1.0,28.0,0.0,4.0,10.0,18.0,2.0,,0.0,0.0,1.0,2.0,Shuhrat Ismailov,Muratkhon Sharakhimov,71.75730432100013,71.17692631000014
2011,Armenia,5,5.0,,32.0,7.0,1.0,13.0,6.0,2.0,,0.0,1.0,0.0,3.0,Nairi Sedrakyan,Kirakos Gasparyan,45.54717289200002,45.039400268000094
2011,Azerbaijan,6,6.0,,21.0,0.0,14.0,8.0,14.0,4.0,,0.0,1.0,1.0,1.0,Fuad Garayev,Jafar Jafarov,45.07499903900006,50.621267123000024
2011,Costa Rica,4,4.0,,28.0,0.0,1.0,13.0,15.0,0.0,,0.0,1.0,0.0,3.0,Mario Alberto Marín Sánchez,Daniel Campos Salas,-87.0990291009999,-83.8780764059999
2011,Saudi Arabia,6,6.0,,21.0,0.0,4.0,13.0,15.0,0.0,,0.0,0.0,2.0,0.0,Fawzi Al-Thukair,Najla Altwaijry,41.89846671200016,41.945467515000104
2011,Cyprus,6,6.0,,24.0,0.0,1.0,12.0,12.0,2.0,,0.0,0.0,1.0,1.0,Andreas Philippou,Dimitrios Karantanos,33.773989705000105,33.742792014000116
2011,Bangladesh,6,5.0,1.0,26.0,0.0,0.0,10.0,13.0,1.0,,0.0,0.0,1.0,1.0,Mahbub Alam Majumdar,A A Munir Hasan,91.93873131600012,89.13249759200002
2011,Sri Lanka,6,6.0,,23.0,0.0,0.0,9.0,17.0,0.0,,0.0,0.0,1.0,2.0,Chanakya Janak Wijeratne,Supun Thamara Samarakoon,81.8226017590001,79.91651451900012
2011,Chile,6,6.0,,26.0,0.0,7.0,4.0,11.0,0.0,,0.0,0.0,1.0,1.0,Hernan Burgos,Victor Cortes,-67.25609290299991,-67.10142981699991
2011,Iceland,6,4.0,2.0,29.0,0.0,0.0,13.0,6.0,0.0,,0.0,0.0,0.0,3.0,Marteinn Þór Harðarson,Johanna Katrin Eggertsdottir,-20.269642706999917,-17.749256964999887
2011,Luxembourg,6,5.0,1.0,28.0,0.0,1.0,14.0,5.0,0.0,,0.0,0.0,1.0,2.0,Bernard Felten,Philippe Schram,6.038628377000094,
2011,Tunisia,6,6.0,,24.0,0.0,0.0,13.0,9.0,0.0,,0.0,0.0,1.0,1.0,Taoufik Charrada,Raouf Thabet,10.929942254000082,11.0557084000001
2011,Nigeria,6,4.0,2.0,17.0,0.0,1.0,10.0,11.0,1.0,,0.0,0.0,1.0,0.0,Samson Olatunji Ale,Steve Dele Oluwaniyi,7.451914910000056,7.274180535000085
2011,North Macedonia,6,5.0,1.0,18.0,0.0,4.0,9.0,5.0,2.0,,0.0,0.0,1.0,0.0,Vesna Manova-Erakovik,Alekso Malcheski,,
2011,Paraguay,5,4.0,1.0,19.0,0.0,0.0,9.0,10.0,0.0,,0.0,0.0,0.0,1.0,Jose Guillermo von Lucken,Diana Gimenez de von Lucken,-58.15879675299999,
2011,Pakistan,4,3.0,1.0,20.0,0.0,2.0,8.0,5.0,0.0,,0.0,0.0,1.0,1.0,Barbu Berceanu,Ahmad Mahmood Qureshi,67.47779381600006,74.8243005780001
2011,Ivory Coast,6,6.0,,20.0,0.0,0.0,4.0,10.0,0.0,,0.0,0.0,0.0,2.0,Armel Didier Yavo,Kouassi Sylvestre Konin,-3.1849666009999,-6.249458780999873
2011,Ecuador,6,5.0,1.0,17.0,0.0,0.0,7.0,8.0,0.0,,0.0,0.0,1.0,0.0,Vicente Torres,Jorge Chamaidan,-80.11510169199994,-79.85751088699996
2011,Puerto Rico,4,4.0,,15.0,0.0,0.0,11.0,6.0,0.0,,0.0,0.0,0.0,2.0,Luis Fernando Cáceres Duque,George C. Arzeno,-67.87315833199992,-65.28307044199994
2011,Trinidad and Tobago,6,5.0,1.0,12.0,0.0,0.0,13.0,4.0,0.0,,0.0,0.0,0.0,1.0,Indra Haraksingh,Ousha Indira Sinanan,-60.90729732999998,-60.52208411399994
2011,Uruguay,4,4.0,,15.0,1.0,0.0,11.0,2.0,0.0,,0.0,0.0,0.0,2.0,Leonardo Lois Da Silva,Antonio Velázquez Tarditi,-56.90636673999998,
2011,Ireland,6,4.0,2.0,17.0,0.0,0.0,7.0,2.0,0.0,,0.0,0.0,0.0,0.0,Bernd Kreussler,Gordon Lessells,-9.82408606699994,-10.318267381999902
2011,Albania,6,4.0,2.0,18.0,0.0,0.0,2.0,4.0,0.0,,0.0,0.0,0.0,1.0,Fatmir Hoxha,Artur Baxhaku,19.747765747000074,
2011,Kosovo,6,5.0,1.0,15.0,0.0,1.0,2.0,4.0,0.0,,0.0,0.0,0.0,1.0,Ramadan Limani,Kajtaz Bllaca,20.864700154000047,
2011,Venezuela,2,2.0,,14.0,0.0,0.0,5.0,2.0,0.0,,0.0,0.0,0.0,2.0,Rafael Sánchez,Laura Vielma Herrero,-61.39027141599988,-61.00568600199992
2011,Bolivia,4,3.0,1.0,9.0,0.0,0.0,7.0,1.0,0.0,,0.0,0.0,0.0,1.0,Jaime Manuel Rojas Claure,Ismael Chávez Guevara,-65.29246984899996,
2011,Kyrgyzstan,5,5.0,,11.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,1.0,Buras Boljiev,Taalaibek Dyikanov,75.20463911900009,
2011,Syria,6,6.0,,9.0,0.0,0.0,3.0,2.0,0.0,,0.0,0.0,0.0,1.0,Abdullatif Hanano,Imad Fattash,42.2368323160002,
2011,Montenegro,4,3.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,Sinisa Stamatovic,Verica Ivanovic,19.054991495000138,
2011,El Salvador,2,2.0,,4.0,0.0,1.0,3.0,2.0,1.0,,0.0,0.0,0.0,0.0,Aarón Ernesto Ramírez Flores,,-87.69699627599994,-87.76380481799995
2011,Guatemala,4,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,José García,Javier Ronquillo,-89.16049617499996,
2011,Honduras,2,2.0,,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,Juan Carlos Iglesias,Luis Armando Ramos Palacios,-87.62433834499993,-87.61241614499988
2011,Panama,1,1.0,,1.0,0.0,2.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,David Narvaez,,-81.80719967399995,-81.05284583199992
2011,Liechtenstein,1,1.0,,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Florian Meier,Philipp Wirth,9.581202840000032,
2011,Kuwait,5,5.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Ibrahim Alqattan,Abdulrazzaq Albaghli,48.38111412900017,48.34449303500011
2011,United Arab Emirates,5,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Salim Abdalla Nasir Al-Nuaimi,Aaesha Jasem Ali Al Shamsi,53.863047722,54.1907658210001
2010,People's Republic of China,6,5.0,1.0,41.0,42.0,23.0,42.0,24.0,25.0,,6.0,0.0,0.0,0.0,Bin Xiong,Zhigang Feng,,
2010,Russian Federation,6,6.0,,41.0,35.0,11.0,42.0,20.0,20.0,,4.0,2.0,0.0,0.0,Nazar Agakhanov,Dmitry Tereshin,,
2010,United States of America,6,6.0,,40.0,42.0,8.0,42.0,24.0,12.0,,3.0,3.0,0.0,0.0,Zuming Feng,Po-Shen Loh,-155.6065189699999,-156.5445550619999
2010,Republic of Korea,6,6.0,,42.0,42.0,24.0,42.0,0.0,6.0,,4.0,2.0,0.0,0.0,Yong Jin Song,Seunghun Yi,,
2010,Kazakhstan,6,6.0,,42.0,35.0,13.0,42.0,4.0,12.0,,3.0,2.0,0.0,1.0,Almaz Kungozhin,Sergey Polyanskikh,50.6595158210001,50.0428166020001
2010,Thailand,6,6.0,,42.0,42.0,16.0,42.0,5.0,1.0,,1.0,5.0,0.0,0.0,Wicharn Lewkeeratiyutkul,Utsanee Leerawat,99.247813347,99.65870201900012
2010,Japan,6,6.0,,41.0,29.0,15.0,42.0,6.0,8.0,,2.0,3.0,0.0,1.0,Yasuo Morita,Shinichi Suzuki,141.46794681100008,153.97828209700018
2010,Türkiye,6,6.0,,40.0,36.0,13.0,42.0,7.0,1.0,,1.0,3.0,2.0,0.0,Okan Tekman,Azer Kerimov,,
2010,Germany,6,5.0,1.0,39.0,31.0,9.0,42.0,5.0,12.0,,1.0,3.0,2.0,0.0,Hans-Dietrich Gronau,Christian Reiher,6.742198113000114,6.873789910000141
2010,Serbia,6,6.0,,39.0,31.0,7.0,42.0,9.0,7.0,,1.0,3.0,2.0,0.0,Đorđe Krtinić,Dušan Đukić,,
2010,Italy,6,6.0,,40.0,27.0,3.0,42.0,18.0,3.0,,1.0,3.0,2.0,0.0,Roberto Dvornicich,Massimo Gobbino,12.621267123000052,12.856944207000112
2010,Vietnam,6,6.0,,41.0,42.0,8.0,42.0,0.0,0.0,,1.0,4.0,1.0,0.0,Hà Huy Khoái,Nguyễn Khắc Minh,106.66871178500006,106.22339928500017
2010,Canada,6,6.0,,37.0,21.0,12.0,35.0,17.0,7.0,,2.0,1.0,2.0,1.0,Adrian Tang,Victoria Krakovna,-65.61058508999994,-59.85837099799994
2010,Hungary,6,6.0,,41.0,22.0,8.0,38.0,12.0,8.0,,2.0,2.0,1.0,1.0,József Pelikán,Sándor Dobos,20.981488891000083,
2010,Australia,6,5.0,1.0,41.0,29.0,2.0,42.0,11.0,3.0,,1.0,3.0,1.0,1.0,Angelo Di Pasquale,Ivan Guo,158.86573326900012,147.36548912900005
2010,Islamic Republic of Iran,6,6.0,,35.0,42.0,4.0,42.0,3.0,1.0,,0.0,4.0,2.0,0.0,Arash Rastegar,Omid Naghshineh Arjmand,,
2010,Romania,6,6.0,,40.0,22.0,7.0,42.0,7.0,9.0,,2.0,1.0,2.0,1.0,Radu Gologan,Mihai Bălună,26.722378784000114,
2010,Peru,6,6.0,,39.0,35.0,1.0,42.0,7.0,0.0,,1.0,3.0,1.0,1.0,Jorge Tipe Villanueva,Jesús Zapata Samanez,-76.17565995399988,-76.4507312319999
2010,Taiwan,6,6.0,,40.0,29.0,2.0,42.0,9.0,1.0,,1.0,3.0,1.0,1.0,Shu-Chung Liu,Chin-Yi Lin,121.58765709700006,121.49610436300011
2010,Hong Kong,6,6.0,,39.0,22.0,3.0,42.0,14.0,1.0,,1.0,2.0,3.0,0.0,Yuk Kam Lau,Cesar Jose Alaban,,
2010,Bulgaria,6,6.0,,41.0,22.0,1.0,42.0,5.0,7.0,,1.0,2.0,3.0,0.0,Nikolai Nikolov,Peter Boyvalenkov,22.919561808000054,
2010,Singapore,6,6.0,,42.0,28.0,0.0,37.0,10.0,0.0,,0.0,4.0,1.0,1.0,Yan Loi Wong,Shang-Yi Lu,103.96078535200013,
2010,Ukraine,6,4.0,2.0,41.0,25.0,7.0,42.0,2.0,0.0,,1.0,2.0,3.0,0.0,Bogdan Rublov,Nataliia Prokopenko,29.807465040000153,32.783213738000114
2010,Poland,6,6.0,,41.0,21.0,1.0,35.0,9.0,9.0,,2.0,1.0,1.0,2.0,Andrzej Komisarski,Michał Pilipczuk,19.00212649800008,
2010,United Kingdom,6,6.0,,42.0,1.0,8.0,42.0,15.0,6.0,,1.0,1.0,2.0,2.0,Geoff Smith,James Cranch,-6.287505662999905,-6.332508917999888
2010,Uzbekistan,6,5.0,1.0,34.0,36.0,0.0,42.0,0.0,0.0,,0.0,4.0,1.0,1.0,Shuhrat Ismailov,Jamshid Rasulov,71.75730432100013,71.17692631000014
2010,Belarus,6,5.0,1.0,39.0,29.0,3.0,38.0,1.0,0.0,,0.0,2.0,3.0,1.0,Igor Voronovich,Sergei Mazanik,28.148906697000115,
2010,Azerbaijan,6,6.0,,29.0,37.0,0.0,42.0,1.0,0.0,,0.0,3.0,2.0,1.0,Fuad Garayev,Jafar Jafarov,45.07499903900006,50.621267123000024
2010,New Zealand,6,6.0,,41.0,18.0,0.0,42.0,5.0,0.0,,0.0,2.0,4.0,0.0,Chris Tuffley,Ilya Chevyrev,169.21275979100002,166.20525149800008
2010,France,6,5.0,1.0,38.0,28.0,4.0,28.0,5.0,2.0,,0.0,3.0,1.0,1.0,Claude Deschamps,Pierre Bornsztein,55.5013126960001,45.27572675900015
2010,Indonesia,6,6.0,,42.0,14.0,1.0,42.0,6.0,0.0,,0.0,1.0,4.0,1.0,Hery Susanto,Yudi Satria,121.59742272200018,123.36133873800017
2010,Croatia,6,6.0,,42.0,10.0,4.0,39.0,8.0,0.0,,0.0,2.0,3.0,1.0,Tomislav Pejković,Matija Bašić,16.933929884000094,17.371592644000117
2010,Mexico,6,6.0,,40.0,16.0,1.0,42.0,3.0,0.0,,0.0,1.0,4.0,1.0,Radmila Bulajich,Marco Antonio Figueroa Ibarra,-114.73403886599989,-87.37942460799991
2010,Georgia,6,6.0,,40.0,29.0,2.0,30.0,0.0,0.0,,0.0,2.0,2.0,2.0,Larry Gogoladze,George Chelidze,40.47983361800013,
2010,Brazil,6,5.0,1.0,35.0,21.0,1.0,42.0,0.0,0.0,,0.0,2.0,1.0,3.0,Edmilson Luis Rodrigues Motta,Marcelo Mendes de Oliveira,-48.54259192599997,-48.58324133999986
2010,India,6,6.0,,38.0,21.0,3.0,34.0,0.0,2.0,,0.0,2.0,1.0,3.0,Venkatachala Belur Jana,Joseph Amal Nathan,93.85531660200016,93.628184441
2010,Greece,6,6.0,,37.0,15.0,0.0,42.0,1.0,0.0,,0.0,2.0,0.0,4.0,Anargyros Felouris,Evangelos Zotos,24.135264519000145,27.007090691000116
2010,Netherlands,6,5.0,1.0,42.0,3.0,0.0,42.0,6.0,1.0,,0.0,0.0,5.0,1.0,Johan Konter,Birgit van Dalen,-68.23729407499985,-62.958723137999925
2010,Argentina,6,5.0,1.0,36.0,15.0,1.0,37.0,3.0,0.0,,0.0,1.0,2.0,2.0,Patricia Fauring,Flora Gutierrez,-68.65412350199998,-64.32371985599994
2010,Lithuania,6,4.0,2.0,31.0,21.0,2.0,35.0,3.0,0.0,,0.0,1.0,3.0,2.0,Artūras Dubickas,Romualdas Kašuba,20.988942905000073,24.936286255000113
2010,Republic of Moldova,6,6.0,,33.0,9.0,0.0,42.0,8.0,0.0,,0.0,1.0,3.0,2.0,Valeriu Baltag,Marcel Teleucă,,
2010,Slovakia,6,6.0,,42.0,7.0,0.0,30.0,7.0,6.0,,1.0,0.0,2.0,3.0,Peter Novotný,Ján Mazák,19.706321249000098,
2010,Switzerland,6,6.0,,34.0,6.0,0.0,34.0,17.0,1.0,,0.0,0.0,3.0,3.0,Anna Devic,Julian Kellerhals,8.61743737800009,
2010,Turkmenistan,6,6.0,,32.0,17.0,0.0,42.0,0.0,0.0,,0.0,1.0,2.0,3.0,Erol Aslan,Polat Chariyev,53.10206139400006,53.50863691500015
2010,Denmark,6,6.0,,35.0,8.0,1.0,15.0,24.0,7.0,,1.0,0.0,2.0,2.0,Jens-Søren Kjær Andersen,Sune Kristian Jakobsen,11.25603274800011,10.364268425000091
2010,Spain,6,6.0,,39.0,1.0,2.0,27.0,16.0,4.0,,0.0,1.0,2.0,2.0,Juan Manuel Conde,Marco Castrillón López,-17.885121222999942,-15.414947068999908
2010,Austria,6,6.0,,42.0,8.0,0.0,29.0,8.0,0.0,,1.0,0.0,1.0,4.0,Robert Geretschläger,Heinrich Josef Gstöttner,15.161792440000113,
2010,Czech Republic,6,6.0,,41.0,3.0,0.0,26.0,14.0,0.0,,0.0,0.0,2.0,3.0,Martin Panák,Pavel Calábek,14.39780806400006,
2010,Bosnia and Herzegovina,6,5.0,1.0,29.0,8.0,0.0,40.0,3.0,0.0,,0.0,0.0,2.0,4.0,Vladimir Vladičić,Dino Oglić,16.941528768000097,
2010,Mongolia,6,4.0,2.0,17.0,14.0,0.0,42.0,6.0,0.0,,0.0,0.0,2.0,4.0,Dashdorj Tserendorj,Batbayasgalan Balkhuu,100.0059676520001,
2010,Slovenia,6,6.0,,39.0,3.0,0.0,35.0,1.0,0.0,,0.0,0.0,2.0,3.0,Gregor Dolinar,Jure Vogrinc,16.34342574100009,
2010,Sri Lanka,6,5.0,1.0,29.0,5.0,0.0,42.0,2.0,0.0,,0.0,0.0,1.0,5.0,Chanakya Janak Wijeratne,Galappaththige Jagath Kapila Silva,81.8226017590001,79.91651451900012
2010,Israel,5,4.0,1.0,33.0,9.0,1.0,27.0,6.0,0.0,,0.0,1.0,1.0,2.0,Shay Gueron,Eran Assaf,35.80363326000017,
2010,Malaysia,6,6.0,,32.0,10.0,1.0,31.0,1.0,0.0,,0.0,1.0,1.0,3.0,M. Suhaimi Ramly,Muhammad Ikhwan Azlan,111.4124455090001,104.17212975400011
2010,Portugal,6,6.0,,34.0,1.0,0.0,38.0,2.0,0.0,,0.0,0.0,1.0,4.0,Joana Teles,Joel Moreira,-16.023101365999963,-15.859771287999962
2010,Tajikistan,6,6.0,,21.0,10.0,0.0,42.0,0.0,0.0,,0.0,1.0,0.0,5.0,Umed Karimov,Yusuf Balkash,70.61990604700006,70.64507246900021
2010,Latvia,6,5.0,1.0,36.0,1.0,0.0,26.0,9.0,0.0,,0.0,0.0,2.0,2.0,Māris Valdats,Juris Škuškovniks,25.333678019000104,
2010,North Macedonia,6,6.0,,22.0,14.0,4.0,27.0,2.0,0.0,,0.0,1.0,0.0,2.0,Vesna Manova-Erakovik,Alekso Malcheski,,
2010,South Africa,6,5.0,1.0,34.0,1.0,0.0,26.0,1.0,7.0,,0.0,0.0,2.0,4.0,David Hatton,Maciej Stankiewicz,37.86378014400023,37.93864993600019
2010,Belgium,6,6.0,,42.0,3.0,0.0,10.0,8.0,1.0,,0.0,0.0,0.0,6.0,Bart Windels,Philippe Niederkorn,4.815447224000138,
2010,Armenia,6,6.0,,32.0,2.0,0.0,27.0,2.0,0.0,,0.0,0.0,1.0,3.0,Koryun Arakelyan,Tigran Margaryan,45.54717289200002,45.039400268000094
2010,Cyprus,6,4.0,2.0,17.0,11.0,0.0,33.0,1.0,0.0,,0.0,0.0,1.0,3.0,Andreas Skotinos,Theoklitos Paragyiou,33.773989705000105,33.742792014000116
2010,Estonia,6,6.0,,37.0,2.0,0.0,13.0,9.0,0.0,,0.0,0.0,0.0,4.0,Indrek Zolk,Oleg Košik,23.270192905000044,23.970713738000114
2010,Kyrgyzstan,6,5.0,1.0,10.0,14.0,0.0,35.0,2.0,0.0,,0.0,1.0,1.0,3.0,Buras Boljiev,Ayimbek Sadybakasov,75.20463911900009,
2010,Colombia,4,3.0,1.0,24.0,10.0,0.0,24.0,2.0,0.0,,0.0,0.0,3.0,1.0,Maria Elizabeth Losada,Esteban Gonzalez,-78.2048906179999,-77.83991451699987
2010,Cambodia,6,5.0,1.0,21.0,2.0,1.0,34.0,0.0,0.0,,0.0,0.0,0.0,5.0,Sokly Lim,Sovann Soun,103.8048608730002,103.32471764400012
2010,Morocco,6,6.0,,38.0,1.0,0.0,15.0,1.0,0.0,,0.0,0.0,1.0,3.0,My Ahmed Moussaoui,Abdellatif Zerouale,-5.405490480999902,
2010,Saudi Arabia,6,6.0,,36.0,4.0,0.0,14.0,1.0,0.0,,0.0,0.0,2.0,2.0,Fawzi Al-Thukair,Abdullah Al-Jouiee,41.89846671200016,41.945467515000104
2010,Bangladesh,5,4.0,1.0,19.0,7.0,0.0,28.0,0.0,0.0,,0.0,0.0,1.0,3.0,Mahbub Alam Majumdar,A A Munir Hasan,91.93873131600012,89.13249759200002
2010,Ivory Coast,5,5.0,,24.0,9.0,0.0,21.0,0.0,0.0,,0.0,1.0,0.0,2.0,Jean Sosthène Alphone Békoin Amon,Isaac Tapé,-3.1849666009999,-6.249458780999873
2010,Iceland,6,2.0,4.0,20.0,5.0,0.0,27.0,1.0,0.0,,0.0,0.0,0.0,4.0,Bjarni Vilhjálmur Halldórsson,Marteinn Þór Harðarson,-20.269642706999917,-17.749256964999887
2010,Finland,6,6.0,,34.0,2.0,0.0,16.0,0.0,0.0,,0.0,0.0,1.0,4.0,Matti Lehtinen,Esa Vesalainen,22.443695509000094,23.90870201900006
2010,Sweden,6,5.0,1.0,32.0,0.0,0.0,13.0,7.0,0.0,,0.0,0.0,0.0,3.0,Paul Vaderlind,Victor Ufnarovski,15.675303582000083,17.081879102000073
2010,Philippines,3,2.0,1.0,17.0,7.0,0.0,21.0,0.0,0.0,,0.0,1.0,0.0,2.0,Ian June Luzon Garces,Glen Mackenzie Co Ong,119.84978274800014,119.45655358200023
2010,Norway,6,6.0,,21.0,2.0,0.0,13.0,5.0,0.0,,0.0,0.0,0.0,1.0,Dávid Kunszenti-Kovács,Johannes Kleppe,3.38257897200009,11.047618035000141
2010,Ecuador,6,4.0,2.0,18.0,5.0,0.0,16.0,0.0,0.0,,0.0,0.0,1.0,1.0,Fernando Gómez,Rubén Villacís,-80.11510169199994,-79.85751088699996
2010,Trinidad and Tobago,5,4.0,1.0,11.0,7.0,0.0,15.0,4.0,0.0,,0.0,1.0,0.0,0.0,Indra Haraksingh,Ousha Indira Sinanan,-60.90729732999998,-60.52208411399994
2010,Puerto Rico,2,2.0,,9.0,7.0,1.0,10.0,7.0,0.0,,1.0,0.0,0.0,0.0,Luis Fernando Cáceres Duque,Yuri Rojas-Ramírez,-67.87315833199992,-65.28307044199994
2010,Costa Rica,3,3.0,,17.0,1.0,0.0,14.0,0.0,0.0,,0.0,0.0,1.0,1.0,Mario Alberto Marín Sánchez,,-87.0990291009999,-83.8780764059999
2010,Panama,2,2.0,,14.0,3.0,1.0,14.0,0.0,0.0,,0.0,0.0,2.0,0.0,David Narvaez,,-81.80719967399995,-81.05284583199992
2010,Luxembourg,3,3.0,,14.0,0.0,0.0,14.0,3.0,0.0,,0.0,0.0,0.0,2.0,Charles Leytem,Bernard Felten,6.038628377000094,
2010,Tunisia,2,2.0,,10.0,7.0,0.0,14.0,0.0,0.0,,0.0,1.0,0.0,1.0,Seifeddine Snoussi,Mohamed Naceur Manai,10.929942254000082,11.0557084000001
2010,Syria,6,2.0,4.0,11.0,1.0,0.0,17.0,0.0,0.0,,0.0,0.0,0.0,2.0,Emad Alazeb,Abdullatif Hanano,42.2368323160002,
2010,Nigeria,5,4.0,1.0,14.0,0.0,0.0,12.0,1.0,0.0,,0.0,0.0,1.0,0.0,Samson Olatunji Ale,Steve Dele Oluwaniyi,7.451914910000056,7.274180535000085
2010,Cuba,1,1.0,,7.0,7.0,0.0,7.0,5.0,0.0,,0.0,1.0,0.0,0.0,Eduardo Pérez Almarales,,-78.38418535099993,-78.5782771479999
2010,Paraguay,4,4.0,,10.0,3.0,0.0,13.0,0.0,0.0,,0.0,0.0,0.0,1.0,Gabriela Gomez Pasquali,Inocencio Ortiz Samudio,-58.15879675299999,
2010,El Salvador,3,2.0,1.0,8.0,0.0,0.0,17.0,0.0,0.0,,0.0,0.0,0.0,2.0,Carlos Mauricio Canjura Linares,Aarón Ernesto Ramírez Flores,-87.69699627599994,-87.76380481799995
2010,Pakistan,5,4.0,1.0,11.0,1.0,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,1.0,Alla Ditta Choudary,Ahmad Mahmood Qureshi,67.47779381600006,74.8243005780001
2010,Ireland,6,5.0,1.0,8.0,1.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,Bernd Kreussler,Gordon Lessells,-9.82408606699994,-10.318267381999902
2010,Venezuela,2,1.0,1.0,7.0,1.0,0.0,7.0,1.0,0.0,,0.0,0.0,0.0,1.0,Rafael Sánchez,Henry Martínez,-61.39027141599988,-61.00568600199992
2010,Guatemala,2,2.0,,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,José García,Javier Ronquillo,-89.16049617499996,
2010,Albania,4,2.0,2.0,6.0,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,Fatmir Hoxha,Artur Baxhaku,19.747765747000074,
2010,Bolivia,4,3.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Jaime Manuel Rojas Claure,-65.29246984899996,
2010,Montenegro,4,4.0,,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,1.0,Sinisa Stamatovic,Verica Ivanovic,19.054991495000138,
2010,Kuwait,5,5.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Ibrahim Alqattan,Abdulrazzaq Albaghli,48.38111412900017,48.34449303500011
2010,Democratic People's Republic of Korea,6,,,,,,,,,,,,,,,,,
2009,People's Republic of China,6,6.0,,42.0,42.0,42.0,42.0,42.0,11.0,,6.0,0.0,0.0,0.0,Hua-Wei Zhu,Gang-Song Leng,,
2009,Japan,6,6.0,,42.0,42.0,34.0,33.0,42.0,19.0,,5.0,0.0,1.0,0.0,Yuji Ito,Yasuharu Asai,141.46794681100008,153.97828209700018
2009,Russian Federation,6,6.0,,42.0,39.0,31.0,42.0,42.0,7.0,,5.0,1.0,0.0,0.0,Nazar Agakhanov,Dmitry Tereshin,,
2009,Republic of Korea,6,6.0,,42.0,42.0,22.0,40.0,42.0,0.0,,3.0,3.0,0.0,0.0,Myung-Hwan Kim,Byeong Kweon Oh,,
2009,Democratic People's Republic of Korea,6,6.0,,42.0,35.0,24.0,39.0,36.0,7.0,,3.0,2.0,1.0,0.0,Yong Chol Ham,Yong Ho Kim,,
2009,United States of America,6,6.0,,42.0,42.0,20.0,33.0,42.0,3.0,,2.0,4.0,0.0,0.0,Zuming Feng,Josh Nichols-Barrar,-155.6065189699999,-156.5445550619999
2009,Thailand,6,6.0,,42.0,42.0,17.0,40.0,40.0,0.0,,1.0,5.0,0.0,0.0,Paisan Nakmahachalasint,Nattaphan Kittisin,99.247813347,99.65870201900012
2009,Türkiye,6,6.0,,42.0,42.0,23.0,32.0,38.0,0.0,,2.0,4.0,0.0,0.0,Okan Tekman,Azer Kerimov,,
2009,Germany,6,5.0,1.0,42.0,33.0,11.0,38.0,37.0,10.0,,1.0,4.0,1.0,0.0,Eric Müller,Thomas Kalinowski,6.742198113000114,6.873789910000141
2009,Belarus,6,4.0,2.0,37.0,34.0,15.0,39.0,42.0,0.0,,1.0,4.0,1.0,0.0,Igor Voronovich,Sergei Mazanik,28.148906697000115,
