Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],df
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8468.79360498629,7743.56565830162,7505.47608700431,7022.86502106185,6360.67103338892,6066.9140680063,6303.64413672389,6625.20676516152,6686.91104844295,7033.2848776628,7918.94700363574,9200.7844571847,10261.8349647859,11386.1132268159,12726.3994350879,14268.3375381591,16101.8329632671,17801.1435283837,18519.2510987782,18392.8849850481,19685.3517063285,21276.9340240625,22407.9833148643,23823.8861287707,24924.3702090645,25123.3179899728,25314.8655360646,26490.8437742588,27879.7519462896,..,..,..,..,..
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,13036139,13250213,13463985,13673007,13869975,14050226,14212145,14359624,14499952,14643133,14796174,14958908,15128087,15303309,15483419,15665595,15852525,16039251,16206002,16249500,16348000,16450500,16439095,16330419,16095199,15815626,15577894,15333703,15071300,14928426,14883626,14858335,14858948,14909018,15012985,15147029,15308084,15484192,15674000,16092822,16321872,16557201,16792089,17035550,17288285,17542806,17794055,18037776,18272430,18469000,..,..,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,BAR.TER.CMPT.15UP.ZS,2.55,..,..,..,..,3.26,..,..,..,..,3.94,..,..,..,..,4.47,..,..,..,..,4.99,..,..,..,..,5.92,..,..,..,..,5.84,..,..,..,..,7.3,..,..,..,..,8.42,..,..,..,..,13.48,..,..,..,..,14.03,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"World Bank: Total public education expenditure, % of government spending",PER.ALL.TTL.GOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.52938,..,..,..,..,..,..,..,..,..,99.51266,..,..,..,..,..,..,..,..,..,99.73241,99.78163,..,..,..,..,..,..,..,99.78163,..,..,..,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,BAR.SEC.CMPT.15UP.ZS,7,..,..,..,..,7.86,..,..,..,..,17.64,..,..,..,..,23.33,..,..,..,..,32.11,..,..,..,..,38.64,..,..,..,..,45.33,..,..,..,..,55.8,..,..,..,..,67.46,..,..,..,..,71.8,..,..,..,..,66.25,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,17.62,..,..,..,..,18.85,..,..,..,..,20.14,..,..,..,..,19.25,..,..,..,..,17.4,..,..,..,..,16.45,..,..,..,..,15.78,..,..,..,..,10.44,..,..,..,..,4.24,..,..,..,..,0.4,..,..,..,..,2.09,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,PIAAC: Young adults by numeracy proficiency level (%). Level 4 & 5,LO.PIAAC.NUM.YOU.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 3,LO.PIAAC.TEC.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,PIAAC: Adults by numeracy proficiency level (%). Level 5,LO.PIAAC.NUM.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,PIAAC: Adults by numeracy proficiency level (%). Level 4,LO.PIAAC.NUM.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.74484,2.01349,1.92974,1.89397,..,..,..,..
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1523.7385002487,1545.981858272,1518.75266491991,1511.86546255476,1536.9195532503,1590.03821943825,1637.8616427678,1626.99843560732,1652.54493866954,1668.27125073875,1669.31881735885,1722.77206623963,1712.50683094794,1747.46454477529,1835.48186319305,1950.28767014442,2081.16429762489,2221.12281198187,2207.64203168337,2235.6801113298,2385.99264504313,2515.92747137232,2610.73799579767,2740.02864000564,2867.10191001328,2988.07328220834,3121.83048906587,3258.15449927434,3467.55647830821,..,..,..,..,..
Kenya,KEN,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,11301394,11713048,12146068,12600797,13077341,13575907,14096263,14638890,15205374,15797776,16417197,17063876,17736326,18431761,19146400,19877083,20622560,21382112,22153676,22935092,23724579,24521703,25326078,26136216,26950513,27768296,28589451,29415659,30250488,31098757,31964557,32848564,33751739,34678779,35635271,36624895,37649033,38705932,39791981,40901792,42030676,43178257,44343410,45519889,46699981,47878336,49051686,50221473,51393010,52574000,..,..,..,..
Kenya,KEN,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,BAR.TER.CMPT.15UP.ZS,0.16,..,..,..,..,0.19,..,..,..,..,0.21,..,..,..,..,0.42,..,..,..,..,0.65,..,..,..,..,0.95,..,..,..,..,1.29,..,..,..,..,1.74,..,..,..,..,2.26,..,..,..,..,2.84,..,..,..,..,3.4,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"World Bank: Total public education expenditure, % of government spending",PER.ALL.TTL.GOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.1,28.6,31.1,34.3,19.8,22,22.2,21.3,19,20.4,20.6,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.22908,..,..,..,..,..,..,72.15703,..,..,..,..,..,..,78.73304,..,..,..,81.53497,..,..,..,..,..
Kenya,KEN,Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,BAR.SEC.CMPT.15UP.ZS,0.21,..,..,..,..,0.25,..,..,..,..,0.3,..,..,..,..,0.7,..,..,..,..,0.96,..,..,..,..,1.15,..,..,..,..,1.98,..,..,..,..,3.23,..,..,..,..,5.52,..,..,..,..,9.52,..,..,..,..,13.3,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,9.36,..,..,..,..,10.54,..,..,..,..,14.3,..,..,..,..,12.14,..,..,..,..,14.52,..,..,..,..,18.33,..,..,..,..,20.7,..,..,..,..,22.34,..,..,..,..,20.97,..,..,..,..,21.07,..,..,..,..,21.95,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,PIAAC: Young adults by numeracy proficiency level (%). Level 4 & 5,LO.PIAAC.NUM.YOU.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 3,LO.PIAAC.TEC.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,PIAAC: Adults by numeracy proficiency level (%). Level 5,LO.PIAAC.NUM.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,PIAAC: Adults by numeracy proficiency level (%). Level 4,LO.PIAAC.NUM.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.05989,11.61907,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.00137,..,..,..,..,..,..,..
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1261.45841116292,1281.25349460636,1302.95774919272,1328.54606000592,1363.1355270488,1372.86302361117,1400.4339363322,1425.13452083464,1509.9000513741,1482.3975875547,1583.0876106446,1567.04121480786,1624.56534175181,1658.86322839244,1644.95458417253,1744.97485810154,1758.45949759349,1800.75489371694,1756.7303434587,1745.98690684999,1716.05922699588,1749.23346125585,1837.99193779004,1921.61445919552,1917.62741344392,2110.11727296233,2210.8507193333,2227.92099491753,2293.92033296962,..,..,..,..,..
Kiribati,KIR,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,51151,51980,52780,53553,54333,55114,55924,56764,57618,58461,59301,60104,60887,61733,62744,63986,65505,67248,69089,70853,72400,73692,74766,75716,76670,77723,78903,80187,81556,82972,84396,85849,87305,88835,90499,92325,94343,96527,98761,100930,102927,104728,106370,107890,109391,110930,112524,114158,115847,118000,..,..,..,..
Kiribati,KIR,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,BAR.TER.CMPT.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"World Bank: Total public education expenditure, % of government spending",PER.ALL.TTL.GOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,BAR.SEC.CMPT.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,PIAAC: Young adults by numeracy proficiency level (%). Level 4 & 5,LO.PIAAC.NUM.YOU.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 3,LO.PIAAC.TEC.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,PIAAC: Adults by numeracy proficiency level (%). Level 5,LO.PIAAC.NUM.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,PIAAC: Adults by numeracy proficiency level (%). Level 4,LO.PIAAC.NUM.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,14410400,14809521,15207771,15593351,15952078,16274740,16554746,16796578,17015983,17235666,17472140,17731230,18008564,18298214,18590138,18877238,19156795,19431986,19708323,19993755,20293054,20609150,20937404,21265834,21577982,21862299,22113438,22335267,22536753,22731482,22929075,23132980,23339453,23542426,23732731,23904167,24054864,24188331,24310142,24428341,24548836,24673385,24800612,24929452,25057752,25183833,25307744,25429985,25549819,25666000,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,BAR.TER.CMPT.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"World Bank: Total public education expenditure, % of government spending",PER.ALL.TTL.GOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.99819,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,BAR.SEC.CMPT.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,PIAAC: Young adults by numeracy proficiency level (%). Level 4 & 5,LO.PIAAC.NUM.YOU.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 3,LO.PIAAC.TEC.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,PIAAC: Adults by numeracy proficiency level (%). Level 5,LO.PIAAC.NUM.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,PIAAC: Adults by numeracy proficiency level (%). Level 4,LO.PIAAC.NUM.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.54683,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8273.40604467847,9345.8228552226,10044.1906313751,10875.1243700638,12008.4737680318,13299.1614387072,14433.0008953627,15406.2203814726,14621.2996761166,16392.8086272699,18082.9548016345,19168.2151242357,20775.1051401435,21376.766166259,22936.8116300302,24196.4238503746,25820.9716329396,27822.276531614,28655.9835241828,28325.2092954875,30365.2783684757,31228.5106952266,32097.164002476,32615.7725895835,33587.5833961446,35760.734442377,37142.832902789,38824.1153902612,40111.7757574615,..,..,..,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,32240827,32882704,33505406,34103149,34692266,35280725,35848523,36411795,36969185,37534236,38123775,38723248,39326352,39910403,40405956,40805744,41213674,41621690,42031247,42449038,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51606633,51782000,..,..,..,..
"Korea, Rep.",KOR,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,BAR.TER.CMPT.15UP.ZS,1.4,..,..,..,..,2.14,..,..,..,..,3.16,..,..,..,..,3.47,..,..,..,..,4.76,..,..,..,..,7.18,..,..,..,..,9.4,..,..,..,..,12.9,..,..,..,..,19.08,..,..,..,..,22.09,..,..,..,..,30.04,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"World Bank: Total public education expenditure, % of government spending",PER.ALL.TTL.GOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.96594,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,BAR.SEC.CMPT.15UP.ZS,8.69,..,..,..,..,10.88,..,..,..,..,13.4,..,..,..,..,18.71,..,..,..,..,26.11,..,..,..,..,32.19,..,..,..,..,38.97,..,..,..,..,42.9,..,..,..,..,39.59,..,..,..,..,42.87,..,..,..,..,35.46,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,32.52,..,..,..,..,37.71,..,..,..,..,37.55,..,..,..,..,34.98,..,..,..,..,27.06,..,..,..,..,20.2,..,..,..,..,15.29,..,..,..,..,13.2,..,..,..,..,11.15,..,..,..,..,9.8,..,..,..,..,8.84,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,PIAAC: Young adults by numeracy proficiency level (%). Level 4 & 5,LO.PIAAC.NUM.YOU.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.821886,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 3,LO.PIAAC.TEC.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5955554,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,PIAAC: Adults by numeracy proficiency level (%). Level 5,LO.PIAAC.NUM.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2338269,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,PIAAC: Adults by numeracy proficiency level (%). Level 4,LO.PIAAC.NUM.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5940004,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)",SE.TER.GRAD.SC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.39344,4.2487,4.16456,6.64537,3.81081,4.72281,4.33399,3.9562,3.92293,3.92437,3.99635,4.24936,..,4.33085,..,..,..,5.39291,5.493,4.53971,..,..,..,..,..,..
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3688.08805353115,4782.37963536478,4820.69744982472,5200.32941351688,5476.11340743729,5983.30439978262,6390.42047774724,6983.87919954948,7249.40935980755,7506.89862042454,7782.87510680613,8222.2857122545,8547.65238422088,8903.76342927097,9194.7418194884,9781.01967903813,10208.8579003285,10756.6634607968,11348.3634485683,..,..,..,..,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,1219000,1247000,1278000,1308000,1339000,1369000,1400000,1430000,1460000,1491000,1521000,1552000,1582000,1614000,1647000,1682000,1717000,1753000,1791000,1827000,1862000,1898000,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1791000,1805200,1824100,1821800,1801800,1816200,1830700,1845300,1857000,..,..,..,..
